Metric,Score
Accuracy,0.7921875
Macro Precision,0.7880611231167873
Macro Recall,0.7821176376183598
Macro F1,0.7844839590944883
Weighted Precision,0.7911708564200779
Weighted Recall,0.7921875
Weighted F1,0.7911051843355892
ROC AUC,0.8403446477290966
