preset,fake_weight,threshold,cv_macro_f1,cv_accuracy,cv_macro_auc,cv_fake_recall,cv_stage1_acc,n_stage1,n_stage2,stage1_features,stage2_features
all_vs_face,2.0,0.4,0.7061654286711044,0.70625,0.8637645651301256,0.8897849462365591,0.7828125,10,4,"absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_id_vs_face,2.0,0.4,0.7060750955419003,0.70625,0.8654952024451751,0.9005376344086021,0.7859375,4,4,"bvp_std,d3_temporal_score,highfreq_score,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
all_vs_face,1.0,0.3,0.7059051206140308,0.70625,0.8657950264677555,0.8978494623655914,0.784375,10,4,"absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_id_vs_face,2.0,0.45,0.7042567733279853,0.7046875,0.8654952024451751,0.8709677419354839,0.78125,4,4,"bvp_std,d3_temporal_score,highfreq_score,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
all_vs_face,2.0,0.35,0.7004175657464039,0.7,0.8637645651301256,0.9032258064516129,0.778125,10,4,"absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
all_vs_face,1.5,0.3,0.7003736607192789,0.7,0.8649461895649591,0.9086021505376344,0.7796875,10,4,"absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_id_vs_face,1.5,0.3,0.6981997930447573,0.6984375,0.8654105047207109,0.9139784946236559,0.7796875,4,4,"bvp_std,d3_temporal_score,highfreq_score,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_id_vs_face,2.0,0.35,0.6968246333018838,0.696875,0.8654952024451751,0.9139784946236559,0.778125,4,4,"bvp_std,d3_temporal_score,highfreq_score,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
all_vs_face,2.0,0.3,0.6914667712840812,0.690625,0.8637645651301256,0.9139784946236559,0.7703125,10,4,"absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_id_vs_face,2.0,0.3,0.6796290988430727,0.6796875,0.8654952024451751,0.9193548387096774,0.7625,4,4,"bvp_std,d3_temporal_score,highfreq_score,identity_sim_std","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_all,1.0,0.4,0.6707064946069182,0.665625,0.846320674144447,0.8064516129032258,0.7078125,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.0,0.45,0.6689076772260275,0.6640625,0.846320674144447,0.7849462365591398,0.7046875,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,2.0,0.55,0.6688005562674327,0.6640625,0.8444161663875053,0.7876344086021505,0.7046875,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.5,0.55,0.6664502525846608,0.6625,0.8448328382988265,0.760752688172043,0.703125,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.0,0.55,0.665722154273768,0.6640625,0.846320674144447,0.7123655913978495,0.7,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.0,0.5,0.663115519657942,0.659375,0.846320674144447,0.7446236559139785,0.6984375,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.0,0.35,0.6605646640637084,0.65625,0.846320674144447,0.8467741935483871,0.703125,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.5,0.5,0.6582910307882499,0.653125,0.8448328382988265,0.793010752688172,0.696875,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.5,0.4,0.6551846113976896,0.6515625,0.8448328382988265,0.8521505376344086,0.6984375,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_patch_vs_face,1.0,0.55,0.6538241024964976,0.65625,0.8158251233837377,0.7446236559139785,0.7203125,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_all,2.0,0.5,0.6518026320779763,0.646875,0.8444161663875053,0.8225806451612904,0.690625,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.5,0.45,0.6487856795149799,0.64375,0.8448328382988265,0.8198924731182796,0.690625,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,1.0,0.3,0.6477254403490232,0.6453125,0.846320674144447,0.8736559139784946,0.6953125,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_patch_vs_face,1.0,0.5,0.6476293732418655,0.6484375,0.8158251233837377,0.7634408602150538,0.715625,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,2.0,0.55,0.6474430403666367,0.646875,0.8152098045208779,0.793010752688172,0.7171875,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_all,1.5,0.35,0.6467555053030067,0.6453125,0.8448328382988265,0.8844086021505376,0.6953125,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_all,2.0,0.45,0.6449080022192478,0.640625,0.8444161663875053,0.8387096774193549,0.6859375,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_patch_vs_face,1.5,0.55,0.6447035490237344,0.6453125,0.8170313771075471,0.771505376344086,0.715625,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.5,0.5,0.641751995522919,0.640625,0.8170313771075471,0.7903225806451613,0.7109375,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.0,0.55,0.640116351416818,0.6421875,0.8135094991909186,0.7123655913978495,0.7,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_all,1.5,0.3,0.6395524542929613,0.640625,0.8448328382988265,0.9032258064516129,0.690625,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_face,1.0,0.4,0.6391350102783859,0.6375,0.8135094991909186,0.8064516129032258,0.7078125,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.5,0.45,0.6378571694447394,0.6359375,0.8170313771075471,0.8091397849462365,0.7078125,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,2.0,0.55,0.6373085042111369,0.6359375,0.8118075210504475,0.7876344086021505,0.7046875,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_all,2.0,0.4,0.6370252308804404,0.634375,0.8444161663875053,0.8602150537634409,0.68125,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_face,1.0,0.45,0.6369783749503438,0.6359375,0.8135094991909186,0.7849462365591398,0.7046875,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_all,2.0,0.35,0.6363889288780865,0.6359375,0.8444161663875053,0.8924731182795699,0.6890625,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_patch_vs_face,1.0,0.4,0.636138513990599,0.634375,0.8158251233837377,0.8064516129032258,0.70625,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,2.0,0.5,0.6347780445923104,0.6328125,0.8152098045208779,0.8091397849462365,0.703125,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.5,0.55,0.6344233721203998,0.634375,0.8123706482070757,0.760752688172043,0.703125,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.0,0.45,0.6337983108144274,0.6328125,0.8158251233837377,0.7741935483870968,0.7015625,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.0,0.5,0.6323464913903686,0.6328125,0.8135094991909186,0.7446236559139785,0.6984375,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.5,0.4,0.6304235533743731,0.628125,0.8170313771075471,0.8360215053763441,0.703125,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.0,0.35,0.6281966795253978,0.6265625,0.8135094991909186,0.8467741935483871,0.703125,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.5,0.5,0.6250170899942287,0.6234375,0.8123706482070757,0.793010752688172,0.696875,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.5,0.4,0.6232536841267619,0.621875,0.8123706482070757,0.8521505376344086,0.6984375,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.0,0.35,0.6214592200639707,0.61875,0.8158251233837377,0.8225806451612904,0.6921875,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,2.0,0.45,0.6214326656949608,0.61875,0.8152098045208779,0.8252688172043011,0.690625,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,2.0,0.5,0.6193254995175915,0.6171875,0.8118075210504475,0.8225806451612904,0.690625,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.5,0.35,0.6188701917479006,0.6171875,0.8170313771075471,0.8575268817204301,0.6953125,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.5,0.45,0.6177690384863205,0.615625,0.8123706482070757,0.8198924731182796,0.690625,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_all,2.0,0.3,0.6169160439161558,0.6203125,0.8444161663875053,0.9112903225806451,0.6734375,3,10,"bvp_std,d3_temporal_score,highfreq_score","absdiff_std,bvp_std,d3_temporal_score,highfreq_score,patch_corr_mean,patch_signal_std_mean,boundary_score_mean,boundary_score_std,boundary_score_max,identity_sim_std"
phys_vs_face,2.0,0.45,0.6142426898976796,0.6125,0.8118075210504475,0.8387096774193549,0.6859375,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.5,0.35,0.6137796636216102,0.6140625,0.8123706482070757,0.8844086021505376,0.6953125,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.0,0.3,0.6130333086075791,0.6125,0.8135094991909186,0.8736559139784946,0.6953125,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.0,0.3,0.609018109018109,0.6078125,0.8158251233837377,0.8602150537634409,0.6875,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,2.0,0.4,0.60522983166281,0.6046875,0.8118075210504475,0.8602150537634409,0.68125,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,2.0,0.35,0.6051495664593777,0.60625,0.8118075210504475,0.8924731182795699,0.6890625,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,1.5,0.3,0.6041110799478574,0.60625,0.8123706482070757,0.9032258064516129,0.690625,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,2.0,0.4,0.6030977260557475,0.6015625,0.8152098045208779,0.8521505376344086,0.6796875,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,1.5,0.3,0.592525186720254,0.59375,0.8170313771075471,0.8870967741935484,0.678125,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,2.0,0.35,0.5891380444795368,0.5890625,0.8152098045208779,0.8682795698924731,0.6734375,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_vs_face,2.0,0.3,0.5840968850735844,0.5890625,0.8118075210504475,0.9112903225806451,0.6734375,3,4,"bvp_std,d3_temporal_score,highfreq_score","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
phys_patch_vs_face,2.0,0.3,0.5754713796940728,0.5796875,0.8152098045208779,0.9005376344086021,0.665625,6,4,"bvp_std,d3_temporal_score,highfreq_score,absdiff_std,patch_corr_mean,patch_signal_std_mean","identity_sim_std,boundary_score_mean,boundary_score_std,boundary_score_max"
