Metric,Score
Accuracy,0.76875
Macro Precision,0.7751263686046294
Macro Recall,0.7588953525649357
Macro F1,0.7627648102100656
Weighted Precision,0.7735921499916065
Weighted Recall,0.76875
Weighted F1,0.767558228723831
Macro AUC,0.9097981028726337
Weighted AUC,0.908724375888653
