Metric,Score
Accuracy,0.7395833333333334
Macro Precision,0.7403134315727242
Macro Recall,0.7408211908963187
Macro F1,0.7400448085530266
Weighted Precision,0.7414569529220915
Weighted Recall,0.7395833333333334
Weighted F1,0.7400075466251159
Macro AUC,0.8883880938682251
Weighted AUC,0.8847009972263602
