Metric,Score
Accuracy,0.7875
Macro Precision,0.7940797128878048
Macro Recall,0.7929283813490686
Macro F1,0.7906358069341307
Weighted Precision,0.7914022742566346
Weighted Recall,0.7875
Weighted F1,0.7867247086301672
Macro AUC,0.9115817182153916
Weighted AUC,0.907579673910319
