Metric,Score
Accuracy,0.7875
Macro Precision,0.7939919842710225
Macro Recall,0.7901515677426819
Macro F1,0.7894323500769641
Weighted Precision,0.7905331924909256
Weighted Recall,0.7875
Weighted F1,0.7866317971915937
Macro AUC,0.905807018588311
Weighted AUC,0.9011361286562899
