alpha_3class,fake_threshold,macro_f1,accuracy
0.45,0.46000000000000013,0.7642969466709971,0.7640625
0.45,0.47000000000000014,0.7627590480079621,0.7625
0.45,0.48000000000000015,0.7627590480079621,0.7625
0.45,0.49000000000000016,0.76416441637785,0.7640625
0.45,0.5000000000000002,0.7671874708609758,0.7671875
0.45,0.5100000000000002,0.7672837257139467,0.7671875
0.45,0.5200000000000002,0.7657348289417544,0.765625
0.45,0.5300000000000002,0.7656855802644676,0.765625
0.45,0.5400000000000003,0.7641290472031933,0.7640625
0.45,0.5500000000000003,0.7609626133600459,0.7609375
0.45,0.5600000000000003,0.7622558033586785,0.7625
0.45,0.5700000000000003,0.7585652875786842,0.759375
0.45,0.5800000000000003,0.7583466441516556,0.759375
0.45,0.5900000000000003,0.7598276347490812,0.7609375
0.45,0.6000000000000003,0.7598276347490812,0.7609375
0.45,0.6100000000000003,0.760920210136164,0.7625
0.45,0.6200000000000003,0.7607729934391338,0.7625
0.45,0.6300000000000003,0.7607955281618449,0.7625
0.45,0.6400000000000003,0.7526147904256438,0.7546875
0.45,0.6500000000000004,0.7527678371502172,0.7546875
0.45,0.6600000000000004,0.7527509173680439,0.7546875
0.45,0.6700000000000004,0.7508866291855453,0.753125
0.45,0.6800000000000004,0.7538284178175164,0.75625
0.45,0.6900000000000004,0.7516537067343929,0.7546875
0.45,0.7000000000000004,0.751479978964766,0.7546875
0.5,0.3,0.7427042370895075,0.740625
0.5,0.31,0.744286472776723,0.7421875
0.5,0.32,0.7456532952252367,0.74375
0.5,0.33,0.7501401234037286,0.7484375
0.5,0.34,0.7517038026965445,0.75
0.5,0.35000000000000003,0.7546280712625006,0.753125
0.5,0.36000000000000004,0.75900887049546,0.7578125
0.5,0.37000000000000005,0.75900887049546,0.7578125
0.5,0.38000000000000006,0.7589564104217418,0.7578125
0.5,0.39000000000000007,0.7590798244059922,0.7578125
